,comments,sentiment
436,প্রিন্ট কোয়ালিটি অত্যন্ত বাজে,Negative
437,দারাজের সেবা পেয়ে আমি সন্তুষ্ট নই ।,Negative
438,দেখতে যেমন আসলে তেমন না.....,Negative
439,"Online a দেখতে যেমন, বাস্তবে তার থেকে আলাদা।",Negative
440,যেই ডিজাইন দেওয়া আসে সেই ডিজাইন এর না,Negative
441,"অরিজিনাল প্রডাক্ট, আমি সেটিসফাইড..!!",Positive
442,সব মিলিয়ে ভালই।,Positive
443,কাপড় টা একটু পাতলা হলেও ভালোই গরম।,Positive
444,ভুল পণ্য দেওয়া হয়েছে ।,Negative
445,দেখতে সুন্দর ও আরামদায়ক।,Positive
446,দারাজের পণ্যের সাইজের সমস্যা আছে । ,Negative
447,কাপড়ের মান খুবই বাজে। ,Negative
448,অরিজিনাল রঙ নেই।,Negative
449,এক কথায় ধরা খাইছি।,Negative
450,ফালতু প্রোডাক্ট,Negative
451,এটি ভাল না। ,Negative
452,কালারের অনেক তারতম্য আছে,Negative
453,দোষ হবে দোষ 🤕,Negative
454, শুধু শুধু হয়রানী করেন।।,Negative
455,পুরাই ফাউল। ,Negative
456,কাপড় খুবই ভালো,Positive
457,বাজে কাপড় এবং প্রিন্ট।,Negative
458,"কাপড়, সেলাই ২ টাই বাজে",Negative
459,আমার খুবই ভাল লেগেছে।,Positive
460,হাতে পাওয়ার পর দেখি কাপড়ের কোয়ালিটি ততটাই খারাপ।,Negative
461,আর সবথেকে ভাল লাগছে প্রিন্টিংটা.,Positive
462,প্রিন্টিংটা জাস্ট অসাম।,Positive
463,অভারল ভেরি গুড প্রোডাক্ট,Positive
464,"প্রোডাক্ট এর কোয়ালিটি ভাল, ",Positive
465,কাপড় অনেল ভাল।... ,Positive
466,"দাম হিসেবে খারাপ না,,,মোটামুটি ভালো",Positive
467,কাপড় একদমই ভালো নাহ,Negative
468,১০০ টাকার ডিল হিসেবে চমৎকার।,Positive
469,বেশ ভাল প্রোডাক্ট।  তাছাড়া সব ভাল।,Positive
470,খুবই সফট। ,Positive
471,নিন্ম মানের কাপড়,Negative
472,আমি এই ধরণের প্রোডাক্ট একদম আশা করিনি।,Negative
473,খুব  খারাপ  ,Negative
474,"প্রোডাক্ট এর কোয়ালিটি খুবই বাজে, ",Negative
475,কাপড়টা বেশি পছন্দ হইছে।,Positive
476,ফালতু একটা প্রোডাক্ট ওজতা টাকা করছ করলাম,Negative
477,ভালো ছিলো। ,Positive
478,দামের তুলনায় যায় ,Positive
479,ছবিতে যেমন দেখানো হয়েছে ঠিক তেমনই পেয়েছি 😊,Positive
480,"কাপড়ের মানটা আরেকটু উন্নত করলে ভালো হয়,",Negative
481,কাপড় তেমন ভালো না।,Negative
482,"খুবি নিম্নমানের, সাইজ এর কোন বাপ মা নাই।",Negative
483, কাপড় ও ভালো নাা,Negative
484,ছিঁড়া প্রোডাক্ট দেন।,Negative
485,লুল পুরাই ফালতু সার্ভিস ফালতু ওয়েবসাইট।,Negative
486,এর থেকে খারাপ প্রোডাক্ট আমি জীবনে দেখছি কিনা।।,Negative
487,"ছবিতে যেমন  দেখা যায়,প্রিন্টটা সেরকম নয়,পুরাই ভিন্ন ।",Negative
488,ফালতু প্রডাক্ট৷৷ গাজর৷ দেখাইয়া হাতে মুলা ধরাই দিছে,Negative
489,এটার স্টিকারটা খুবি বাজে কোয়ালিটির। স্টিকারটার জন্যই গেঞ্জিটা আর ভালো লাগে না,Negative
490,"কাপড় খুব পাতলা,কালার প্রিন্ট করা, এই দামে এভারেজ।",Negative
491,ফেরত দিতে বাধ্য হলাম,Negative
492,টাকা অনুপাত এ ভালো,Positive
493,"প্রোডাক্ট কোয়ালিটি এত বাজে, আগে বুঝলে অর্ডারি করতাম না। ",Negative
494,টাকা অনুপাত এ ভালো,Positive
495,কাপর এবং সেলাই এর মান এতো খারাপ,Negative
496,অনলাইন থেকে কাপড় কিনে ভালো এক্সপেরিয়েন্স হইলো,Positive
497,"ভাইয়া,টি শাট টি হাতে পেয়ে মনটা ই নস্ট হয়ে গেলো,ডিজাইন টিক ই ছিলো",Negative
498,দাম অনু্যায়ী অনেক ভাল গেঞ্জি।,Positive
499,মানুষের সাথে এরকম প্রতারণা কইরেন না,Negative
500,ছ‌বি‌তে দেখা‌নো শা‌র্টের রং ও ফ্যা‌ব্রি‌কের সা‌থে পাঠা‌নো শা‌র্টের কোন মিল নেই।,Negative
501,ভালোই তো শুরু করেছেন ছবি সাথে কোনো মিল নাই!!!! ,Negative
502,কোনো মিল নাই....,Negative
503,"এত বেশি খারাপ না , দাম অনুযায়ি ভাল",Positive
504,কালার পুরাই আলাদা... ,Negative
505,পুরাই লস খাইলাম।,Negative
506, ছবি আর বাস্তবতা সম্পুর্ন ভিন্ন,Negative
